"date","provinces","n_tests","n_cases","n_deaths","n_recoveries"
"2020-04-20","GP",121510,1170,7,0
"2020-04-20","KZN",121510,639,23,0
"2020-04-20","LP",121510,27,1,0
"2020-04-20","MP",121510,23,0,0
"2020-04-20","NC",121510,18,0,0
"2020-04-20","NW",121510,25,0,0
"2020-04-20","WC",121510,940,17,0
"2020-04-20","Unknown",121510,43,0,903
"2020-04-21","EC",126937,345,5,0
"2020-04-21","FS",126937,106,5,0
"2020-04-21","GP",126937,1199,7,0
"2020-04-21","KZN",126937,671,23,0
"2020-04-21","LP",126937,27,1,0
"2020-04-21","MP",126937,24,0,0
"2020-04-21","NC",126937,16,0,0
"2020-04-21","NW",126937,24,0,0
"2020-04-21","WC",126937,1010,17,0
"2020-04-21","Unknown",126937,43,0,903
